Start: 2025-04-04T13:10:23
ms	X1(V)	Y1(V)	I1(V)	X2(V)	Y2(V)	I2(V)	RX1(V)	RY1(V)	RX2(V)	RY2(V)
719628	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719633	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719638	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719643	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
719648	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719653	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
719658	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719663	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719668	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
719673	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719678	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719683	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719688	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.06
719693	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
719706	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719716	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719726	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719736	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719746	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
719756	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719766	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719776	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719781	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719844	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
719854	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719864	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719874	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719884	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719894	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
719899	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719912	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.16	5.05	5.05
719922	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719932	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719942	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
719952	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719962	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
719972	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719982	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
719987	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
719992	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
719997	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720002	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
720007	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720012	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
720017	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
720022	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720027	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720032	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720037	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720042	0.006	0.008	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.06
720047	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720065	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720075	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720085	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720095	0.006	0.008	0.03	0.006	0.006	0.03	4.41	5.15	5.05	5.05
720105	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720115	0.004	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720125	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
720135	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720140	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.15	5.06	5.05
720166	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
720176	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720186	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720191	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720196	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720201	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
720206	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
720216	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.06
720226	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
720236	0.006	0.008	0.03	0.008	0.006	0.02	4.42	5.15	5.05	5.05
720246	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
720256	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720266	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720276	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
720281	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
720337	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
720347	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
720357	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720367	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720372	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720388	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
720398	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720408	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720418	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720428	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720438	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
720448	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720458	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720463	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720468	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720473	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
720478	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720483	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720488	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720493	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720498	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
720503	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720514	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720519	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720539	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720549	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
720559	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720569	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720579	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720589	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720599	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
720604	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720649	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720659	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720669	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720679	0.004	0.006	0.03	0.004	0.004	0.02	4.42	5.15	5.06	5.05
720689	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720694	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720699	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720704	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720709	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
720714	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720719	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720724	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720735	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
720740	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720745	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.06
720750	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720755	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720760	0.006	0.006	0.04	0.006	0.006	0.02	4.42	5.16	5.06	5.06
720765	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720770	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
720775	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720780	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720785	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720790	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
720835	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
720845	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720855	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
720865	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720870	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720963	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720973	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
720978	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720983	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
720988	0.004	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
720999	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.16	5.05	5.06
721009	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.06
721019	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721029	0.004	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721039	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.06
721049	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721059	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
721064	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
721069	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
721074	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721088	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
721098	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
721108	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721118	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.16	5.06	5.06
721128	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721138	0.008	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
721148	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
721153	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721166	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721176	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721186	0.008	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
721196	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
721206	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721216	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721226	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721236	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721241	0.004	0.006	0.03	0.006	0.004	0.02	4.42	5.16	5.06	5.05
721265	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721275	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721285	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721295	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721305	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
721315	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721325	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721330	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721340	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721350	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.06
721360	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
721370	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721380	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721390	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721400	0.004	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721410	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721420	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721425	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721447	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.05	5.05
721457	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
721467	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721477	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721487	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721497	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
721507	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
721512	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721517	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721522	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721534	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721544	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
721554	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721564	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721574	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721584	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721594	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
721599	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
721611	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
721621	0.006	0.006	0.04	0.006	0.004	0.02	4.41	5.15	5.06	5.05
721631	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721641	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
721651	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
721661	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.06
721671	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721681	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721686	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721707	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721717	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721727	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721737	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721747	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721757	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
721767	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721772	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721777	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721782	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.05	5.05
721787	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721792	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721797	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721802	0.004	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721807	0.004	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721812	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721817	0.006	0.006	0.04	0.006	0.004	0.02	4.41	5.15	5.06	5.06
721822	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721858	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
721868	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.05	5.05
721878	0.006	0.008	0.03	0.008	0.006	0.02	4.42	5.15	5.06	5.05
721888	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
721898	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
721908	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721918	0.006	0.006	0.03	0.006	0.006	0.03	4.41	5.15	5.05	5.05
721923	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
721978	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
721988	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
721998	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722008	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722013	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722018	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
722030	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722040	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722050	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722060	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722070	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
722080	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722090	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722100	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722105	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722117	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
722127	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722137	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722147	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
722157	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722167	0.004	0.006	0.04	0.006	0.004	0.02	4.42	5.15	5.06	5.05
722177	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722187	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722192	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722197	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722202	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
722213	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.05	5.05
722223	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.05	5.05
722233	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722243	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722253	0.004	0.004	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
722263	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
722273	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722278	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722299	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
722309	0.004	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722319	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722329	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722339	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722349	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722359	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722364	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722369	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722374	0.006	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
722384	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722394	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722404	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722414	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722424	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722434	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722444	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722449	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
722469	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
722479	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722489	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722499	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722509	0.006	0.008	0.03	0.008	0.006	0.02	4.41	5.15	5.06	5.05
722519	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.06	5.05
722529	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722534	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722553	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722563	0.006	0.008	0.04	0.008	0.006	0.02	4.41	5.15	5.06	5.05
722573	0.004	0.006	0.03	0.004	0.004	0.02	4.41	5.15	5.05	5.05
722583	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.06	5.05
722593	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722603	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722613	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722618	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
722639	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722649	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722659	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722669	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722679	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
722689	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722699	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.05	5.05
722709	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722714	0.006	0.006	0.04	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722719	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.05	5.05
722724	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.05	5.05
722729	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722734	0.006	0.006	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
722739	0.006	0.006	0.03	0.006	0.006	0.02	4.42	5.15	5.05	5.05
722744	0.004	0.006	0.03	0.006	0.004	0.02	4.41	5.15	5.06	5.05
722749	0.006	0.008	0.03	0.006	0.006	0.02	4.41	5.15	5.06	5.05
